document	label
너무너무 맘에 듭니다 색깔 진짜 예쁘고 지속력 좋고요 배송도 엄청 빨리 왔어요	1
쿠키와 보물 등 게임을 더 재미있게 사용할 수 있게 해주는 요소가 많아서 좋다 카카오 연동을 통해 친구들과 순위 경쟁을 하는 것도 재미있다	1
 심쿵유발 건조합니다 발색 좋아요	1
메인 색상 세울만한데요. 기존 ml 비비크림 색상 들에서 좀 더 화사해져서 좋아요. 착색도 기승전핑크가 아니라 굿	1
메트 한 질감인데 입술에 발랐을 때 정말 메마른 느낌은 아닙니다 색상 예뻐요	1
 저렴한 가격에 빠른 배송이 지 품질도 완벽했고요 포장도 잘해서 오더라고요 제조일자 좋았습니다	1
겉으로 보기엔 무거운 색인데 발라보면 자연스러운 발색 짱짱	1
4호랑 8호 시켰는데 생각보다 색깔도 예쁘고 발색 좋고 잘 발려요 1플러스1에 사은품 가지 받았는데 사은품도 색 예쁘고 마음에 들어요	1
 심쿵유발 쓰고 있어서 마음에 들어서 이번에 비 쥬얼 갑 하나 샀는데 색상 너무 예뻐요 피겨도 귀여운 걸로 주셔서 좋아요 ㅎㅎㅎ	1
 색상이 예쁜 듯 안 예쁜 듯.. 그러데이션 생각보다 쉽지 않고 입술각질 조금 뜨는 편이에요 썩 좋지는 않네요	0
 색상 예쁜데 좀 건조합니다	1
만족합니다 배송도 품질	1
 저렴한 가격 예쁜 색상 가지...	1
말이 필요합니까 저렴한 가격 유행하는 색상에 가성비 좋아요	1
 저렴한 가격에 예쁜 색상 골고루 잘 받았습니다 감사합니다	1
사용하질 않아서 잘 모르겠습니다사용하질 않아서 잘 모르겠습니다사용하질 않아서 잘 모르겠습니다	0
색깔도 예쁘고 발색도 좋네요. 조그마해서 용량 아쉽지만 그만큼 휴대하기 편하고 좋아요.	0
 색상 쨍하고 좋네요 발색 정말 좋습니다 지속력도 굉장히 훌륭한 품질인 거 같습니다 많이 파세요	1
2호 긍정적이랑 3호 매혹적 구매했는데 색상 선명하게 발색 잘되고 완전 촉촉은 아니지만 너무 매트한 거도 아니라서 각질부각은 없어 요만 족해요	1
딱 원하는 색상 이고 발색도 좋은데 립스틱이다 보니까 역간 매트한 것은 있지만 다른 립스틱보다는 덜 매트한 것 같다.	1
건조 해요 싸니깐 그냥 써야죠	0
겨울에 지적 사서 주야장천 바르다가 봄이 됐으니 찜해뒀던 밝은 색으로 구입했어요. 부드럽게 발리고 건조하지 않아서 좋아요 가격 넘나 좋은 거	1
매트한데 발림 좋고 각질부각도 없는 편이고 얇게 발리는 느낌입니다. 색도 은은하고 예뻐서 데일리로 쓰기 좋습니다.	1
품질은 만족스러웠고 추석 명절이 껴서 배송 느렸지만 대체적으로 만족합니다	0
2탄 유명해서 2탄만 사려다가 인터넷에서 이 색상 하도 추천 해서 샀는데 안 샀으면 어쩔 뻔... 최고	1
매트한데 발림 좋고 색도 이쁨	1
단독으로 바르며 토인 됨 베이지색 피부톤이 어두워 보이는데 그냥 베이스색상 갈로 깔아주고 위에 덧바르기 용인듯 착색 느 핑 쿠핑크임	0
색감 너무 예뻐요ㅠㅠ백화점 브랜드에 절대 뒤처지지 않네요 추가구매의 사 있습니다 많이 파세요	1
샀었는데 이번에 또 샀어요 색이 좀 거기서 거기지만 발림 좋고 예뻐요 뭉치지도 않고 근데 케이스는 좀 부실	1
 색상 이뻐요 잘 받았습니다	1
감사합니다 착한 가격에 빠른 배송 조아요 잘 사용할게요 색감도 좋아요	1
요 아이는 저에게 그냥 보통입니다. 연한 색상 원해서 했는데 뭔가 약간 어중간한 색상 이네요	0
자극적 1호에 비해 각질부각 됩니다 그래도 색은 예뻐요	0
 색상 이뻐요 배송 이 정도면 빨리 온 듯 요	1
다른 색상 사고 싶네요	1
색이 둘 다 너무 예쁩니다 품질 받자마자 급한 마음에 건조한 입술에 바르니 각질부각 있네요	0
색상 촌스러워요 발림성도 별로에요	0
매트한 립을 좋아하시는 분이라면 무난하게 쓸만한 템입니다. 지적은 가을뮤트라면 데일리로 막 바르고 다닐만한 색입니다. 완전 ml 비비크림 그 자체. 가격대비 질 굿굿	1
 저렴하게 잘 샀어요 촉촉하고 발색 좋고	1
두 색상 너무 예뻐요 매트라고는 하지만 그렇게 매트하지도 않고 촉촉해서 좋습니다 이 가격에 이런 뭘 리티 나올 수 없는 것 같은데 좋은 품질 구매할 수 있어서 좋았어요	1
매트한데 입술이 건조하지 않고 발색 화면 그대로입니다 아주 만족입니다	1
전화 받기전에 광고 전화나 대출 전화는 정확하게 알려줘서  모르는 번호는 안받게 되서 편리하다	1
 배송 좀 느렸지만 품질은 만족이요	0
만죡해효 색상 아주 곱네요	1
색 이쁘고 발림 좋은데 금방 건조해져요	1
색상 그닥 착 붙인 줄 알았는데 잘 지워지네 오	0
 색상 이쁘고 음식 먹어도 오래가 궁 울 딸의 탁월한 선택이 네오	1
매트하게 잘 발리네 오 색상 이쁘고 발색 좋아요 잘 지워지긴 하네요 구래도 가격 저렴하게 잘 구입했네 오	1
부드럽게 잘 발리고 색상 너무 예뻐요. 재구매의 사 있습니다. 한 가지 단점이라면 좀 무른 거 같아요	1
매트하지만 색상 이뻐요	1
색상 저한테 안어울릴뿐ㅠㅠ 립스틱 자체는 발림도 이쁘고 좋은 거 같아요	0
 저렴하고 여자 여자 한 색상들이라 데일리로 무난하게 사용할 수 있고 각질부각 없어서 너무 만족해요	1
각질 부각시키지도 않고 색도 예쁘고 질감도 너무 마음에 들어서 전 색상 구매하고 싶네요 만족합니다	1
사은품으로 받은 립 아이라이너도 좋네요. 색감 좋고 발색도 좋아요. 입술이 잘 트는 편이라 끼긴 끼는데 그래도 괜찮네 오. 가격대비 정말 좋습니다	1
악 너무 건조해요ㅠㅠㅠ 가격은 저렴하게 잘 샀는데 각질정리 해도 각질...	0
발림 특이해요 서걱서걱한 느낌	0
매트하지만 각질부각 없고 발색 좋아요 만족	1
새로 나온 색상 중에 젤 맘에 들어서 구매했는데 생각하던 색은 안 나오네 오 ㅋㅋ 그래도 예뻐요 잘 쓸 것 같아요	1
3번 매혹적 샀는데요 이렇게 보면 약간 색상 같은데 바르면 색 이뻐요 가격 너무 싼데 발색 이뻐서 만족합니다 케이스도 고급 지구용 얼굴이 하얗고 좀 살아 보여요	1
 품절대란 쓰다가 비 쥬얼 갑 샀는데 색상 살짝 차이 있어요 품절대란이 좀 더 레드색상 이뻐요 역시 비 쥬얼 갑도 쓸만해요 이뻐요 ㅎㅎ	0
Ml 비비크림라는 뜻은 알 정도로 정말 입술인 듯 아닌듯한 발색입니다 하지만 바르고 나면 너무 건조 해져서 각질 막 발색ㅠㅠ 꼭 립밤 갖고 다녀야겠어요	0
2호 쓰다가 반해서 3호 6호 주문했는데 좋아요 배송 빨랐고 착색도 빨리되고 색도 진짜 이뻐요	1
 색상 사람마다 다르겠지만 밝은 피부에는 별로예요 배송 느려요	0
살짝 맛보기로 사용해보아서 잘은 모르겠지만 포장과 빠른 배송 감사합니다. 또 다른 선물도 챙겨주셔서 놀랬어요 감사합니다	1
 색상 생각한 거랑 같네요 연한 베이지긴 해도 색상 입술색이랑 비슷해서 무난하네오 다른 색도 사고 싶어요	0
나름 인터넷에 뜨는 중요뉴스도 나오고 무엇보다 적립금을 적립해서 실생활에서 캐쉬처럼 사용할수있다는 점이 좋다 	1
만족합니다. 가격 색상 좋아요.	1
색깔 이뻐 영 ㅋㅋ 얼굴을 환하게 보이게 해준다고 해야 하나 ㅋㅋ 누구에게나 무난할 색깔이에요ㅋㅋ 지속력 짱	1
마음에 들어요 배송 빠르고요	1
 배송 좀 너무 느렸어요	0
 저렴한 가격 잘 구매했네 오 저렴한 가격 잘 구매했네 오 있다 저렴한 가격 잘 구매했네 오 저렴한 가격 잘 구매했네 오	1
가을 색상스럽고 이뻐요	1
 색상 좋고 발색도 잘 됩니다 바르고 나서 좀 건조한 느낌이 있긴 하기만 발색 좋아서 잘 사용하고 있어요	1
 배송 느려요 최근 제조 품질 판매하셨음 해요 ㅠㅠ	0
 흰끼가 좀 돌지만 바르고 시간이 지나면 덜해지네 오. 양 조절 잘 해야 될 것 같고 입술주름 있습니다. 완전 만족은 아니지만 저는 아직 더 발라봐야 될 것 같아요	0
매장보다 저렴하고 배송 빠르고 색상도 너무 예뻐 맨날 발라요	1
 배송 업체가 한진택배인 거 빼곤 다 좋아요ㅎㅎ 색도 이쁘고 발송도 다음날 바로 해주시고요ㅎ 좋네요	0
 색상도 예쁘고 향 좋아요 다만 좀 무르다고 해야 하나요 발림은 좋은데 헤프겠어지는 느낌이에요	1
 페리페라 원래 많이 이용했는데 틴트 마음에 들어서 또 사게 됐어요 발색 좋고 지속력도 좋아서 추천	1
11일 주문 17일 도착 색은 마음에 들어요 예쁘고 원래 잉크 더 벨벳 쓰고 있었기 때문에 지속력 단연 좋은 건 당연하고요	1
원래 핑크핑크 한 색상 안 어울렸는데 이 색은 웜톤인 저에게도 잘 어울려서 만족스러워요. 각질 좀 많이 부각되는 것만 빼면 백 점	0
 색상 안 보고 사서 좀 안 맞는 듯한 느낌이지만.. 발림성이 조아서 만족해요피규어 품질도 구입하고 싶어요	0
들었을 때 케이스가 가벼워서 놀랐어요 ㅎ 입술색처럼 자연스럽고 발림 좋고 답답하지 않고 가벼워요. 묻어나긴 하지만 입술에 색이 자연스럽게 남아있어 좋네요	1
매트하고 색감 좋아요	1
넘나 이쁜 것 지속력 꾀 있는 거 같고 저렴하고 좀 많이 묽긴 한데 갠춘한듯좀많이 묽긴 한데 갠춘한듯좀많이 묽긴 한데 갠춘한듯좀많이 묽긴 한데 갠춘한듯	1
 색상 발색 화면과 다르고요 발림부터 매트한데 지속력 별로 네오 친구가 얘기해줘서 주문했는데 걍걍그러네오ㅎ	0
발림 색상 도 좋고 살짝 매트해서 금방 지워지지도 않고 좋네요. 삐아 꺼 많이 쓰는데 다 잘 쓰고 있어요	1
 배송 너무 느려요 그렇지만 품질은 괜찮아요 착색 잘되고 잘 발려요 양 조절 신경 써주시면 좋을 듯요	0
8호랑 15호 샀는데 색상 이쁘고 발색 잘 돼요 입술색상 따라 다르긴 한 거 같은데 케이스가 가벼워서 장난감 같은느낌도ㅎㅎㅎ	1
네 가지 색상 샀는데 선크림도 보내주셨네 오 지속력 이랑 발색이 좋대서 구매해봅니다	1
 품절대란 발색 진짜 이쁘네 오 외모성수기는 처음엔 이쁜데 금방 색상가 변하는듯합니다 그게 아쉽네 오	0
괜찮아요 다른 색상 바르기 전에 깔면 색상 오래가고 좋아요 쓰던 건데 싸게 장 샀습니다 ㅋㅋ	1
맑은 색상 예뻐요	1
 색상 이쁘고 발색도 완전 잘 되네 오 저렴이들 중에 발색 최고인 거 같아요 근데 좀 입술이 건조해지는 거 같긴 해요	1
실시간 방송이나 디제이들의 방송을 볼수있지만  찾아서 보는 이용자들이 아니고는 기존에내장되어있는 디엠비를 사용하기더편리함	0
 색상가 예쁘네 오	1
3개째 산 것입니다 부드럽고 색상 이쁩니다 틴트 기능이. 있다고 느껴집니다	1
두 가지 색깔 모두 너무 예뻐요 배송 빨랐어요 ㅎㅎ	1
여주인공 외모성수기는 정말 색상 이쁘고요 천생 여자인지는 얼굴 정말 하얀 분들에게ㅜ어울릴 듯 흰끼 많이 돌라서 23호 저에겐 뜨고 너무 누디했어요ㅠㅠ	0
계속 사려고 했는데 가격도 저렴해서 구매하게 되었습니다. 배송도 빠르고 품질 만족스럽습니다. 색깔이 예뻐서 데일리로 쓰기 딱 좋을 거 같네요 마음에 듭니다.	1
 페리페라 잉크 더 벨벳 1호 품절대란 색상 너무 예쁘고 뽀송뽀송 하고 착색도 짱임. 저렴하게 구입해서 좋음	1
건조 하긴 하지만 색이 이쁩니다 지속력도 최고입니다	0
6천 원 치고 가격 괜칞고 색깔도 이뻐요 근데 발랐을 때 각질이 부각되는 게 좀 있어서 그것 빼고 다 좋아요 입술 좀 건조하신 분들은 참고히시길바래욤	1
 품질평이 좋아 구매했는데 발색 좋으나 금방 지워지는듯해요 가격만큼인 것 같아요	1
 배송은 빠른 편. 근데 품질이 별로..ㅠㅠ 생각만큼 색상 이쁘지가 않네요 싸구려.. 중학생이 쓰는 거 같음	0
관심병자들 천지같다 뭔 서로 모르는사람들끼리 소통이니 뭐니 뭘 소통하자는건지 모르겠다 그냥 관심병있는 사람들이 모인 곳같다 인스타 빠져있는사람치고 정상적인사람은 본적없다	0
 페리페라는 진짜 틴트 계의 인생아이템이에요 색깔을 바꾸기에도 부담스럽지 않은 가격 좋네요	1
 틴트 색상 다 예쁘고 배송도 엄청 엄청 빨리 왔어요 기대한 만큼 틴트도 너무 좋고 배송도 빨라서 완전 추천이요	1
색감 좋고 발림 좋고 지속력은 별로	1
영화에 대한 정보를 쉽게 얻을 수 있고 영화표를 예매하고 영화표에 관한 정보를 얻는데 용이하다	1
 저렴한 가격 덕분에 갖고 싶었던 예쁜 립스틱 득템했네오 은은하고 가을스러워요	1
매트해서 입술 각질정리 잘하고 발라야겠어요 색상 이쁘네 오	1
너무 좋아하는 색상 이예요 저번에 쓴 게 부러져서 재구매 합니다	1
그냥 카메라에 있는 플래쉬를 사용하다가 이 앱을 알게되고 버튼 하나로 사용이 가능해서 편하고 좋았다	1
굿입니다 지속력 깡패에 색감 다양하고 그리고 올리브영에서 9000인데 너무 이득 같아요 잘 샀네요. 배송도 빠르고요	1
매트한 걸 좋아해서 맘에 꼭 들어요 발랐는데 가볍고 색상 넘넘넘 맘에 들어요 또 사구 싶네요	1
5호 6호 비슷하지만 진짜 후기대로 지속력 짱.. ㅋ착색은 핫핑크라던데 제 입술은 밝은 톤이 아니라 그런지 착색도 핑크보단 붉은색으로 종일 남아있네 오ㅎ	1
 촉촉하고 발색 좋고 색도 예쁩니다	1
너무너무 예뻐요. 배송 빠르고 좋았습니다.	1
 색상가 공홈 발색 샷이랑 틀려요	0
넘나이쁜 틴트 저렴하게 잘 구매했어요 맘 같아선 색상 별로 다 구매하고 싶을 정도로 발색도 잘되고 오래가고 이쁩니다 많이 파세요	1
 색상도 이쁘고 발색 완전 잘 되네 오 저렴이들 중에 발색 최고인 거 같아요 근데 좀 입술이 건조해지는 거 같긴 해요	1
너무 색상 이쁘고 좋아요	1
두 가지 색상 다 맘에 들어요	1
 배송 별로입니다	0
예전에 인터넷에서 많이하던 네이버카페나 다음카페의 스마트폰버전인 느낌이다  간편한것같아서 좋다	1
색감도 발림 좋네요 잘 사용할게ㅇ요	1
 색상 좋고 다양해서 고르기 힘들었어요 ㅋㅋㅋ 엄청 오래 지속된다는데 그건 잘 모르겠고 각질도 약간 부각이 되네요 ㅋ	1
예뻐요 색상ㅋ피 부가 환해 보여요 페리페라 인기 많아서 써봤는데 색이 예쁘네 오 근데 지속력 몰겠음	0
사용 전이라... 배송 빠르네 오...	1
 색상 이쁜데 입술각질 부각되네요.	1
색상 별론데 두 개나 사서 ㅜㅜ 방구석 어딘가 굴러다니고 있네요 착색 별로고 유명해서 샀는데 아무래도 베네피트만도 못한 느낌 어쩔 수 없는 듯ㅜ	0
생각보다 너무 색상 진해서 나중에 다른 색상 다시 구매해야겠어요	0
가을에 예쁜 색상 이예요 역시 페리페라가 립품질들은 잘 뽑는 거 같네요 맴에 들어요 약간 건조하지만 벨벳 립이니깐 그럴 수 있다고 생각해요ㅠㅠ	1
 페리페라 광팬이라 주문했는데요.. 일단 같은 라인이어도 발림 다르네 오 입술이 건조한 편인데.. 요 아이는 좀 건조한 네오	0
 배송은 빨랐는데 삐아 립스틱 자체가 별로 안 예쁨ㅎ 싼맛 샀다가 화장대만 가득 채우고 있어요 ㅠㅠㅎ	0
색깔 예뻐요 배송 빨라요	1
40 마트보다 저렴하게 사서 만족합니다 배송도 빠르고 좋아요 색상 차분하니 좋아요	1
색 마음에 들어요 배송 추적이 안되고 느리게 왔지만 가격과 색이 괜찮네 오	0
부드럽게 발라지는데 착색 될까 두렵긴 하네요.	0
 저렴한 가격 잘 샀어요 원래 쓰던 거라 또 구매했어요 여주인공이란 심쿵유발이 젤 좋은 것 같아요 잘 받았습니다	1
생각보다 그리 좋은 건 아니네 오 색상이 생각보다 무겁다고 해야 하나 암튼 향 좀 진해서 입안에 자꾸 맴돌아서 별로에요 ㅜ치아에도 묻어나서 조심해야 할듯합니다	0
4번 지적 7번 몽환적 실제 받아본 품질 색상 서로 많이 비슷하네 오 7번이 좀 붉은기 있는 색상 일 거라 생각했는데..	0
굉장히 매트할 줄 알았는데 의외로 촉촉하고 발림성이 좋음. 다만 착색 잘 안 되는 편이라 지속력은 낮을 거 같네요. 그래도 좋은 가격에 득템 해서 기쁨.	0
14호 색상 진짜 예뻐요 제일 예쁨 싸게 잘 샀습니다 착색이 핫핑크 아닌 것도 착색이 심하지 않은 것도 마음에 들어요	1
고 자손도 그리기 편하고요ㅋ시간이 지나면 좀 건조하지만 발색 좋고 또 구매의사 있습니다 잘 쓸게요	1
 저렴하고 색상 이쁨니다	1
매트할 줄 알았는데 부드럽고 적당하고 발색 정말 좋아요 친구들이 다 탐낼 정도에요 다른 색도 구매하고 싶을 정도에요	1
요즘은 팀프로젝트를 할때 밴드를 많이 사용하는데 온라인과 연동되어 파일을 저장 확인할 수 있는것이 편리	1
너무 감귤색상 아니고 오렌지에 레드 아주 살짝 섞인 색상 오렌지색상 잘 받는 분들이면 다 잘 어울릴만한 색상 이예요. 예뻐요.	1
몽상적 색감 너무 예쁘네 오 전 진하게 바르는 걸 좋아는데 발색 너무 좋고 발림도 좋아요 깔 별로 주문하고 싶네요 ㅋ	1
받고 손등에다가 만 사용해봤는데 색상 이쁘고쉽게지워지지않을거같아더좋아요사용해보고 좋으면 또 주문할 거에 용	1
부드럽게 발리고 색감 표현도 좋으나 바로 스며들지 않고 컵이나 손에 잘 묻어납니다.. ㅎ 난감하지만 그래도 뭐 ..	1
대체로 만족합니다 발림성도 좋고 그런데 지속력 그냥 그런 거 같아요	0
사진보다 약간 색상 더 도는 것 같아요	0
 배송 빼곤 만족합니다 속도는 빨랐지만 연락 없이 집 앞에 두고 배송 완료 처리하셔서 당황했어요	0
 발색 좋습니다. 다만 지속력 그다지..	0
발림 좋고 색깔도 너무 예뻐요 부드럽게 발리고 케이스도 이프고 받자마자 바르고 외출했는데 다들 색깔이너무몌쁘다고난리예요	1
 립색상여 두고 싶어서 샀는뎅 각질부각 립밤 하규 하면 갠찬코 색도 이뻐요 많이 파세요	0
 자몽레드로 주문했는데... 품절되었던 색상 잘못 왔네요.. 어떻게 된 거죠	0
새로 나와서 샀는데 역시 잉크틴트 최고에욤.. 색상 진짜 예쁘게 잘 뽑네요 다른 색상 사고 싶네요	1
 배송은 빨리 와서 좋았는데 품질 뭐 그냥 그래요. 펴 바르기 힘든 제형에 거기에다가 펴 바르기 힘든 어플리케이터가지..좀 얼룩져 발립니다.	0
만족합니다 립스틱 색상들도 다 이쁘네 오	1
사시면 후회는 안 하실듯해요 너무 예뻐요 반질 한 게 케이스도 이쁘고 색상 예뻐요 착색 좋고요 절대 틴트 네오	1
매트 하고 색감 좋아요	1
사용감 색상 모두 맘에 듭니다	1
 색상 이쁩니다 지속력 좋고 뽀송하면서 크리미한 질감이 좋아요	1
 지속력 깡패 배송이 늦어서 아쉽지만ㅠ 싸게 사거에 대해 만족합니다ㅎ이제 위메프에서 사야겠어요	1
립 발색 진짜 이뻐 요녀 ㅠㅠㅠ	1
 색상 정말 마음에 들어요 바르고 시간 지나면 약간 건조 해지긴 하지만.. 그럼에도 좋은 품질	0
 색상도 데일리로 너무 좋고 발림 이나 지속력 다 너무 좋아서 계속 쓰고 싶어요 좀 쓰다 보니까 부러지고 녹는 감이 있는데 이 가격 이면 평생 쓰고 싶어요 ㅜㅜㅜ	1
 저렴한 가격 너무 좋은 품질이에요 4호는 베이스로 발라도 예쁘고 단일 품질로 발라도 예뻐요	1
부드럽게 잘 발려요. 색도 예쁘게 발색 되네요. 가격도 저렴하고 배송 빨랐습니다. 사은품으론 팩이 왔네요 다 마음에 들어요	1
각질 안 나고 부드러워서 좋음	1
색깔 진짜예뻐요ㅠㅠ 꽃잎물들인 것 같아요 질감이랑 지속력 갑이에요 진짜 재구매하고싶아요ㅠㅠ	1
론칭 특가로 샀는데 배송은 좀 늦었지만 색상 예뻐서 빨리 봄이 왔음 좋겠을 정도로 만족합니다.	1
벚꽃과 잘 어울릴 듯한 소녀소녀 야리야리 st 색상 입니다 ㅋㅋ 새내기인 제가 올봄에 잘 바를 거 같아요 이번 신상 색상 만족	1
6호 좋아요 냄 아이섀도넘조쿠용 배송 빨라서 좋네요 마스카라는 안 써봐서 아직 모르겠어요ㅠㅠ	1
 발색에 지속력은 어느 품질도 따라올 수 없어요ㅎ유명 브랜드 고급 품질들보다 기능적인 면은 뛰어나요. 다만 색상 조금 더 내추럴 한 색상가 많았음하네오.	0
 지속력 좋고요 생각보다 건조하진 않아요	1
 저렴하게 살 수 있어서 여러 가지 색상 주문했고요 지속력도 좋고 색상이나 발림도 너무 좋아요 ㅋㅋ	1
서울 생활에서 꼭 필요한 앱으로 대중교통의 이용 노선 및 가고자 하는 역의 시간과  환승역 등을 보기 쉽게 나타내 주고 있다 환승시 예상 도보시간 역의 입구 정보 노선보기의 명시성 부각 기능이 더 생겼ㅇㄷ면 좋겠다	1
 색상은 튀는 색이 아니라 가을에 잘 바르고 다닐 것 같아요 부드럽게 잘 발리고 요 근대 향 꼭 물약 형이 나서 그건 별로 ㅋ	0
빠르게 잘 받았습니다 품질 보던 평처럼 좋습니다 지속력 오래가고 좋습니다	1
다만 인터넷으로만 보고 사서 그런지 색상 제가 생각하던 것보단 연하 네오 ㅜ ㅜ좀 더 써봐야 알 것 같지만 일단 발색은 잘되고 각질부각은 없어요	0
괜찮아요 발림 색상 모두 만족합니다	1
색 제형 모두 마음에 들어요 다음에 또 살 겁니다	1
말 독해요 촉촉하고 만족 만족 발색 좋아요 ㅋㅋㅋ	1
네이버를 싫어하는 개인적인 성향이 작용했을 수 도 있지만 웹하드 서비스가 많아서 구지 드라이브를 써야 할 필요성을 못느낌	0
 색상 완전 가을 가을 해요 버건디 느낌 가격도 착하고 너무 맘에 속 들어요 삐아 개안은 것 같아요	1
다른 카메라 어플과 크게 다른 점이 없다 무음으로 찍히는 것이 좋고 필터도 다양해서 좋다 분할 컷이 된다는 점도 좋다	1
생각했던 색상 진하긴 한데 발림이 부드럽게 오	0
너무 저렴한 가격에 색상 이쁜 립스틱을 득템 핵 네오 케이스도 너무 이쁩니다 잘 쓸 거 같 0요...	1
 색상이 전체적으로 다 예쁘고 발림성도 괜찮은 것 같아요 저렴한 가격 1플러스1으로 구입해서 만족합니다.	1
 틴트 좋아하시는 분들에겐 별로.. 립스틱이랑 같아요 차라리 립스틱을 을 만들지 희한하게 만들었네.. 더 촉촉잉크랑 비슷.. 화면 같은 색상 전혀 아님 더 밝고 흔한 색상	0
가을에 나왔던 색상이랑 톤 자체가 다릅니다 화사한 색상 잘 바르고 다닐 것 같아요 바르기 전 보습제는 필수입니다	1
